,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
477,public,,,,2022-10-06,,ELEC,Public,115197,,2017-06-07,P,,E,PAY_GARAGE,GGMC The Cove - Tesla Destination,212-945-3109  877-798-3752,2023-01-18T15:15:20Z,200-9,40.707738,-74.016845,New York,US,,,NY,99 Battery Pl,10280,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.11551,0.1859,{'station': ['506709']},
478,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223100,LD,2021-10-28,P,False,E,PAY_GARAGE,Rapid Park - 44 State St,844-623-1001,2024-01-31T22:07:01Z,GPS,40.6918,-73.99829,Brooklyn,US,,,NY,44 State St,11201,,,,,,,,,,,,['J1772'],,,6.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.35537,2.18126,,
479,public,24 hours daily,,,2024-04-09,,ELEC,Public,309397,,2016-12-28,,,E,,430804 : Avalon Cove,888-998-2546,2024-04-09T01:12:52Z,GPS,40.7225416,-74.0354456,Jersey City,US,,,NJ,444 Washington Boulevard,7310,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.52885,2.46045,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000003045'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000009081', 'ec7d626f-5a87-3f0b-1307-200000009082', 'ec7d626f-5a87-3f0b-1307-200000009085', 'ec7d626f-5a87-3f0b-1307-200000009089']}",
480,public,,,,2022-10-06,,ELEC,Public,114904,,2016-03-11,P,,E,PAY_GARAGE,Quik Park Brooklyn Bridge LLC - Tesla Destination,718-488-0099  877-798-3752,2023-01-18T15:15:20Z,200-8,40.692941,-74.000298,Brooklyn,US,,,NY,4 Joralemon St,11201,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.22653,1.97391,{'station': ['501058']},
481,public,,,,2022-10-06,,ELEC,Public,115179,,2015-05-21,P,,E,PAY_GARAGE,Quik Park Little West LLC - Tesla Destination,212-349-8316  877-798-3752,2023-01-18T15:15:20Z,200-9,40.70663,-74.016916,New York,US,,,NY,70 Little West St,10280,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.06037,0.09716,{'station': ['510825']},
482,public,,,,2022-10-06,,ELEC,Public,115143,,2018-02-22,P,,E,PAY_GARAGE,GGMC Parking Battery Place - Tesla Destination,212-945-3109  877-798-3752,2023-01-18T15:15:20Z,200-9,40.706965,-74.017971,New York,US,,,NY,50 Battery Pl,10280,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.11431,0.18396,{'station': ['500879']},
483,public,24 hours daily,,,2024-04-09,,ELEC,Public,224689,,2022-07-31,,,E,,Veris Residential,888-998-2546,2024-04-09T00:53:43Z,GPS,40.719128,-74.033226,Jersey City,US,PRIVATE for Tenants ONLY||,,NJ,475 Washington Blvd,07310,,,,,,,,,,,,['J1772'],,,15.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.27461,2.05129,"{'station': ['465ba1dd-d734-8158-93cc-330000721018'], 'posts': ['1f0a4a08-f99b-49f2-aecf-bd7f680bf3b5', '2de45386-1d32-4c23-89f4-2509f98fcd2c', '465ba1dd-d734-8158-93cc-330000691194', '465ba1dd-d734-8158-93cc-330000691290', '465ba1dd-d734-8158-93cc-330000691294', '465ba1dd-d734-8158-93cc-330000766638', '465ba1dd-d734-8158-93cc-330000766641', '5e060ec0-549c-4f87-b7e7-9db8dd777dd5', '744e80a5-c0a2-477e-a99f-5cedb0edaa20', 'a6a23690-b37a-4909-b4b3-0b1264e92ca0', 'b4672738-16f3-4a03-a449-c111b36f854a', 'c6fdc483-9a85-4afa-b0c4-edba19608b64', 'df9c8bd6-8420-45e3-a23e-885b0ff0b354', 'f258d3ef-53ec-44b3-9141-a444dc70cae4', 'f51d0ace-0de4-46f4-8619-8ca656c15ff4']}",
484,public,,,,2022-10-06,,ELEC,Public,114776,,2014-09-07,P,,E,HOTEL,Hyatt Regency Jersey City on the Hudson - Tesla Destination,201-469-1234  877-798-3752,2023-01-18T15:15:20Z,200-9,40.716966,-74.032769,Jersey City,US,,,NJ,2 Exchange Pl,07302,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.14643,1.845,{'station': ['506477']},
485,public,,,,2022-10-06,,ELEC,Public,250879,,2019-08-28,P,,E,,160 Greene-Littleman Parking - Tesla Destination,212-714-3571  877-798-3752,2023-01-18T15:15:20Z,GPS,40.718398,-74.035327,Jersey City,US,,,NJ,135 Greene St,07311,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.30941,2.10729,{'station': ['514573']},
486,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,322819,,2023-12-15,,,E,PUBLIC,10 Exchange Pl. Garage,855-223-5351,2024-04-09T10:25:49Z,GPS,40.71662150647494,-74.03390856845364,Jersey City,US,,,NJ,10 Exchange Pl.,07302,,,,,,,,,,,,['J1772'],,,12.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.16798,1.87968,"{'station': ['8695'], 'posts': ['AX48-APAE', 'AX48-BILJv', 'AX48-COOJ', 'AX48-CWMH', 'AX48-ESYL', 'AX48-HDET', 'AX48-MZVP', 'AX48-NTGF', 'AX48-SNBK', 'AX48-SQPZ', 'AX48-VPHG', 'AX48-VTLX']}",
487,public,24 hours daily,,,2024-04-09,2022-09-10,ELEC,TEMPORARILY UNAVAILABLE (Public),189131,,2021-05-04,,,T,,148 GREENSPOT 5,888-758-4389,2024-04-09T02:06:18Z,GPS,40.721395,-74.039716,Jersey City,US,,,NJ,150 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.61712,2.6025,"{'station': ['USCPIL109759'], 'posts': ['9306371', '9306381']}",
488,public,24 hours daily,,,2024-04-09,,ELEC,Public,194647,,2021-08-28,,,E,,99 Prospect Park W,888-356-8911,2024-04-09T11:15:49Z,GPS,40.66696,-73.975032,Brooklyn,US,,,NY,99 Prospect Park W,11215,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.45212,5.55565,"{'station': ['b750210e-9926-47ed-8169-a108697b844c'], 'posts': ['9f694227-d9bc-4eb8-8438-5094cd8a6057', 'bd507467-caef-4266-aed0-6c0db9cc69d6']}",
489,public,24 hours daily,,,2024-04-09,2022-09-10,ELEC,TEMPORARILY UNAVAILABLE (Public),189134,,2021-05-04,,,T,,148 GREENSPOT 4,888-758-4389,2024-04-09T02:07:47Z,GPS,40.721401,-74.039823,Jersey City,US,,,NJ,154 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.62113,2.60896,"{'station': ['USCPIL112871'], 'posts': ['231927', '231929']}",
490,public,24 hours daily,,,2024-04-09,2022-09-10,ELEC,TEMPORARILY UNAVAILABLE (Public),189132,,2021-05-04,,,T,,148 GREENSPOT 3,888-758-4389,2024-04-09T02:07:39Z,GPS,40.721415,-74.039876,Jersey City,US,,,NJ,154 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.6237,2.61309,"{'station': ['USCPIL112631'], 'posts': ['139247', '139249']}",
491,public,24 hours daily,,,2024-04-09,2022-09-12,ELEC,TEMPORARILY UNAVAILABLE (Public),189135,,2021-05-04,,,T,,148 GREENSPOT 2,888-758-4389,2024-04-09T02:07:47Z,GPS,40.721418,-74.039944,Jersey City,US,,,NJ,160 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.62621,2.61713,"{'station': ['USCPIL112873'], 'posts': ['162059', '162061']}",
492,public,24 hours daily,,,2024-04-09,2022-09-14,ELEC,TEMPORARILY UNAVAILABLE (Public),189133,,2021-05-04,,,T,,148 GREENSPOT 1,888-758-4389,2024-04-09T02:07:39Z,GPS,40.72142,-74.039976,Jersey City,US,,,NJ,160 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.62742,2.61908,"{'station': ['USCPIL112649'], 'posts': ['9139481', '9139491']}",
493,public,24 hours daily,,,2024-04-09,,ELEC,Public,148163,,2016-10-08,,,E,,Modera Lofts,800-663-5633,2024-04-09T01:43:48Z,GPS,40.719871,-74.0381811,Jersey City,US,,,NJ,350 Warren ST,07302,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,FREE,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.48478,2.38952,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000001545'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000003167', 'ec7d626f-5a87-3f0b-1307-200000003168']}",
494,public,6am-12am daily,,,2023-07-01,,ELEC,Public,102296,,2018-07-23,P,,E,,The Oakman - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,200-9,40.721595,-74.040469,Jersey City,US,,,NJ,160 First Street,07302,,,,,,,,,,,,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.65358,2.66118,{'station': ['4208']},
495,public,24 hours daily,,,2024-04-09,2023-02-03,ELEC,TEMPORARILY UNAVAILABLE (Public),171766,,2021-01-27,,,T,,160 GREENSPOT 9,888-758-4389,2024-04-09T02:22:36Z,GPS,40.721463,-74.040446,Jersey City,US,,,NJ,160 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.64592,2.64885,"{'station': ['USCPIL125839'], 'posts': ['22115081', '22115091']}",
496,public,24 hours daily,,,2024-04-09,2023-02-03,ELEC,TEMPORARILY UNAVAILABLE (Public),76538,,2016-06-25,,,T,,160 GREENSPOT 8,888-758-4389,2024-04-09T02:37:49Z,GPS,40.721471,-74.040485,Jersey City,US,,,NJ,160 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.64769,2.6517,"{'station': ['USCPIL162673'], 'posts': ['19609081', '19609091']}",
497,public,24 hours daily,,,2024-04-09,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),189136,,2021-05-04,,,T,,HAMILTON GREENSPOT 10,888-758-4389,2024-04-09T02:42:09Z,GPS,40.729541,-74.050149,Jersey City,US,,,NJ,255 Brunswick St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,2.40163,3.86505,"{'station': ['USCPIL178647'], 'posts': ['6396661', '6396671']}",
498,public,24 hours daily,,,2024-04-09,2023-02-05,ELEC,TEMPORARILY UNAVAILABLE (Public),171765,,2021-01-27,,,T,,160 GREENSPOT 7,888-758-4389,2024-04-09T02:23:03Z,GPS,40.721476,-74.040557,Jersey City,US,,,NJ,160 1st St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.65044,2.65613,"{'station': ['USCPIL126655'], 'posts': ['165679', '165681']}",
499,public,24 hours daily,,,2024-04-09,2023-02-05,ELEC,TEMPORARILY UNAVAILABLE (Public),171764,,2021-01-27,,,T,,160 GREENSPOT 6,888-758-4389,2024-04-09T02:32:10Z,GPS,40.721482,-74.04064,Jersey City,US,,,NJ,160 First St.,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.65363,2.66126,"{'station': ['USCPIL151819'], 'posts': ['9062081', '9062091']}",
500,public,24 hours daily,,,2024-04-09,2023-03-11,ELEC,TEMPORARILY UNAVAILABLE (Public),187973,,2021-04-27,,,T,,HAMILTON GREENSPOT 11,888-758-4389,2024-04-09T02:41:25Z,GPS,40.729559,-74.050301,Jersey City,US,,,NJ,255 Brunswick St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,2.40783,3.87503,"{'station': ['USCPIL176187'], 'posts': ['21548531', '21548541']}",
501,public,,,,2022-10-06,,ELEC,Public,150581,,2019-03-31,P,,E,,IMPark 302 2nd St - Tesla Destination,718-499-1235  877-798-3752,2023-01-18T15:15:20Z,200-9,40.674312,-73.98488,Brooklyn,US,,,NY,302 2nd St,11215,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.72886,4.39167,{'station': ['514192']},
502,public,,,,2022-10-06,,ELEC,Public,150539,,2019-08-28,P,,E,,135 Greene-Littleman Parking - Tesla Destination,212-714-3571  877-798-3752,2023-01-18T15:15:20Z,200-9,40.7174973,-74.0367399,Jersey City,US,,,NJ,135 Greene St,07311,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.31152,2.11069,{'station': ['514572']},
503,public,,,,2024-04-09,,ELEC,Public,230870,,2022-09-30,,,E,,New York Presbyterian Hospital,866-816-7584,2024-04-09T09:12:15Z,GPS,40.668552,-73.97869,Brooklyn,US,,,NY,510 5th St,11215,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.24268,5.21859,"{'station': ['51bcb590-4f6e-451a-9121-dd563c038f29'], 'posts': ['6334036a769d34776391fd34', '6334036a769d34776391fd35', '6334036a769d34776391fd36', '6334036a769d34776391fd37', '6334036a769d34776391fd3a', '6334036a769d34776391fd3b']}",
504,public,,,,2022-10-06,,ELEC,Public,114774,,2017-08-02,P,,E,PAY_GARAGE,Propark The Morgan at Provost Square - Tesla Destination,914-478-6300  877-798-3752,2023-01-18T15:15:20Z,200-8,40.720023,-74.040243,Jersey City,US,,,NJ,160 Morgan St,07032,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.56407,2.51713,{'station': ['504417']},
505,public,,,,2022-10-06,,ELEC,Public,122476,,2019-01-18,P,,E,,MTP Parking 363 Bond Street - Tesla Destination,212-575-5335  877-798-3752,2023-01-18T15:15:20Z,200-9,40.6781552,-73.9904425,Brooklyn,US,,,NY,363 Bond St,11231,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.33645,3.76015,{'station': ['513861']},
506,public,,,,2022-10-06,,ELEC,Public,150536,,2019-08-28,P,,E,,101 Hudson-Littleman Parking - Tesla Destination,212-714-3571  877-798-3752,2023-01-18T15:15:20Z,200-9,40.71585,-74.035362,Jersey City,US,,,NJ,101 Hudson St,07311,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.17821,1.89615,{'station': ['514575']},
507,public,24 hours daily,,,2024-04-09,,ELEC,Public,224446,,2022-07-26,,,E,,"PH Urban Renewal, LLC",888-998-2546,2024-04-09T01:46:54Z,GPS,40.717549,-74.038363,Jersey City,US,,,NJ,25 Columbus Drive,7302,,,,,,,,,,,,['J1772'],,,24.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.37041,2.20546,"{'station': ['465ba1dd-d734-8158-93cc-330000706780'], 'posts': ['465ba1dd-d734-8158-93cc-330000694003', '465ba1dd-d734-8158-93cc-330000694031', '465ba1dd-d734-8158-93cc-330000694036', '465ba1dd-d734-8158-93cc-330000694037', '465ba1dd-d734-8158-93cc-330000694040', '465ba1dd-d734-8158-93cc-330000694041', '465ba1dd-d734-8158-93cc-330000694045', '465ba1dd-d734-8158-93cc-330000694095', '465ba1dd-d734-8158-93cc-330000694106', '465ba1dd-d734-8158-93cc-330000694108', '465ba1dd-d734-8158-93cc-330000697082', '465ba1dd-d734-8158-93cc-330000697083', '465ba1dd-d734-8158-93cc-330000697093', '465ba1dd-d734-8158-93cc-330000700989', '4d93f30f-6cad-4d04-8e83-12f370fecf61', '5ae7c401-e80b-4732-a104-71f22724a0e1', '63a0fb24-ec9e-4919-82f9-056865f41092', '6e02e61f-7987-4a39-8bc9-53d6d5df0cba', '8a53c6c6-5dc6-40a2-a800-66f57201f971', '9403b3bc-e57e-4bf4-a38c-de8791999078', 'd6ff4dd7-088e-4401-bd2c-d2dcd979757f', 'dbfecc3e-daa1-4b18-90f7-98ec28660147', 'e499896b-bab2-48bd-ae59-3a6b7e121874', 'eec6941b-0437-4bc3-9899-a2010e24bb5a']}",
508,public,,,,2022-10-06,,ELEC,Public,114902,,2017-01-10,P,,E,PAY_GARAGE,Quik Park 365 Management LLC - Tesla Destination,888-705-7845  877-798-3752,2023-01-18T15:15:20Z,200-9,40.677412,-73.990986,Brooklyn,US,,,NY,365 Bond St,11231,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.35627,3.79205,{'station': ['504570']},
509,public,,,,2022-10-06,,ELEC,Public,122475,,2019-02-12,P,,E,,IMPark 353 4th Ave - Tesla Destination,212-937-8660  877-798-3752,2023-01-18T15:15:20Z,200-8,40.6732353,-73.9862323,Brooklyn,US,,,NY,353 4th Ave,11215,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.73802,4.40642,{'station': ['513993']},
510,public,24 hours daily,,,2024-04-09,,ELEC,Public,195737,,2021-09-09,,,E,,JERSEYCITY ENOSJONESPARK,888-758-4389,2024-04-09T04:53:08Z,GPS,40.7275,-74.05121,Jersey City,US,,,NJ,387 8th St,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.33232,3.75351,"{'station': ['USCPIL9528911'], 'posts': ['16883501', '16883511']}",
511,public,,,,2022-10-06,,ELEC,Public,150565,,2019-04-01,P,,E,,Littleman Parking 129 Montgomery - Tesla Destination,201-369-1620  877-798-3752,2023-01-18T15:15:20Z,200-8,40.716989,-74.040043,Jersey City,US,,,NJ,129 Montgomery St,07302,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.39948,2.25224,{'station': ['514210']},
512,public,24 hours daily,,,2024-04-09,,ELEC,Public,194646,,2021-08-28,,,E,,383 Court St,888-356-8911,2024-04-09T11:16:27Z,GPS,40.680484,-73.996719,Brooklyn,US,,,NY,383 Court St,11231,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.99805,3.21555,"{'station': ['33a496aa-f1da-4984-b6e5-cb16f6c2271b'], 'posts': ['348fa1c1-ddb1-4689-b870-35b12b6e9872', 'aa67f636-535c-463a-8328-fd8cf37b962f']}",
513,public,24 hours daily,,,2024-04-09,,ELEC,Public,202165,,2021-12-08,,,E,,352 8th St,888-356-8911,2024-04-09T11:15:01Z,GPS,40.668517,-73.983283,Brooklyn,US,,,NY,352 8th St,11215,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.08547,4.96558,"{'station': ['1588e7e5-6973-47cc-a706-6b5104249497'], 'posts': ['87881294-5bd2-4e12-a1af-b82edb67921e', 'fedb7e4e-0f7a-4048-85e6-572b87ddafc0']}",
514,public,,,,2022-10-06,,ELEC,Public,251064,,2022-08-25,P,,E,,Columbus Garage LLC - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,GPS,40.7200344,-74.0446167,Jersey City,US,,,NJ,66 Christopher Columbus Dr,07302,,,,,,,,,,,,['TESLA'],,,9.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.7161,2.7618,{'station': ['1168026']},
515,public,24 hours daily,,,2024-04-09,,ELEC,Public,174235,,2021-01-27,,,E,,JERSEYCITY JCNJ MONTGOMERY,888-758-4389,2024-04-09T03:32:24Z,GPS,40.717124,-74.042493,Jersey City,US,,,NJ,281 Marin Blvd,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.49133,2.40006,"{'station': ['USCPIL1826511'], 'posts': ['23404311', '23404321']}",
516,public,24 hours daily,,,2024-04-09,,ELEC,Public,143354,,2019-08-15,,,E,,JERSEYCITY MONTGOMERY2,888-758-4389,2024-04-09T04:20:37Z,GPS,40.71709,-74.04249,Jersey City,US,,,NJ,281 Marin Blvd,07302,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.48945,2.39704,"{'station': ['USCPIL5487811'], 'posts': ['23404281', '23404291']}",
517,public,24 hours daily,,,2024-04-09,,ELEC,Public,154582,,2020-03-20,,,E,,PANYNJ JSTC STATION 1,888-758-4389,2024-04-09T03:10:53Z,GPS,40.732185,-74.062432,Jersey City,US,,,NJ,3 Journal Square Plaza PATH-JSTC,07306,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.96431,4.77059,"{'station': ['USCPIL600231'], 'posts': ['813471', '813481']}",
518,public,24 hours daily,,,2024-04-09,,ELEC,Public,175407,,2021-01-27,,,E,,PANYNJ JSTC STATION 2,888-758-4389,2024-04-09T03:09:44Z,GPS,40.732169,-74.062443,Jersey City,US,,,NJ,3 Journal Square Plaza PATH-JSTC,07306,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.96386,4.76987,"{'station': ['USCPIL560571'], 'posts': ['764951', '764961']}",
519,public,,,,2022-10-06,,ELEC,Public,114775,,2014-10-23,P,,E,PAY_GARAGE,Propark - Madox Apartments - Tesla Destination,201-369-1200  877-798-3752,2023-01-18T15:15:20Z,200-9,40.71387,-74.04138,Jersey City,US,,,NJ,198 Van Vorst St,07302,,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.28369,2.0659,{'station': ['502517']},
520,public,24 hours daily,,,2024-04-09,,ELEC,Public,222574,,2022-07-07,,,E,,266 13th St,888-356-8911,2024-04-09T11:17:21Z,GPS,40.667017,-73.988698,Brooklyn,US,,,NY,266 13th St,11215,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.97596,4.78934,"{'station': ['838d1675-0828-4288-86c3-e90e45d7711a'], 'posts': ['aa9d54e8-95f7-4113-a8aa-2977c83fb6c4', 'bf42f1ec-4ab7-4ce8-b25b-0bbb71f88c5e']}",
521,public,,,,2022-10-06,,ELEC,Public,122471,,2018-12-19,P,,E,,ImPark 500 4th Ave - Tesla Destination,212-937-8660  877-798-3752,2023-01-18T15:15:20Z,200-8,40.6685202,-73.9904888,Brooklyn,US,,,NY,212 12th St,11215,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.83579,4.56376,{'station': ['513697']},
522,public,,,,2022-10-06,,ELEC,Public,114779,,2018-05-08,P,,E,PAY_GARAGE,Vantage - Tesla Destination,201-333-1222  877-798-3752,2023-01-18T15:15:20Z,200-9,40.7133979,-74.04439,Jersey City,US,,,NJ,33 Park View Ave,07392,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.36339,2.19416,{'station': ['510097']},
523,public,24 hours daily,,,2024-04-09,,ELEC,Public,194845,,2017-08-04,,,E,,"Walgreens - Brooklyn, NY #15097",800-663-5633,2024-04-09T00:59:15Z,GPS,40.6567801,-73.9777597,Brooklyn,US,"$2.00 first hour, billed at start. $2.00 per plug hour thereafter.",,NY,589 Prospect Avenue,11215,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,$2.00/Hr Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.88701,6.25554,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000002483'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000005364']}",
